Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2020-07-10,Lawrence of Arabia,1962,https://boxd.it/1f0Vc7,5,Yes,"I have never used this word before to describe a film - it is a word that deserves to be used sparingly, only in the most absolute circumstance. Lawrence of Arabia is a <b><i>Masterpiece</i></b>; A miraculous cinematic achievement composed in an utterly <b><i>gargantuan and epic scale</i></b>.

But what constitutes a masterpiece? In my eyes, a cinematic masterpiece is a film where every aspect culminates in a synonymous crescendo that exceeds the extraordinary; Direction, Writing, Acting, Cinematography, Sound and Music.

<i>Lawrence</i> is Director Sir David Lean's crowning achievement as a director. His sheer commitment, motivation and ambition is nothing short of extraordinary in this film. Take for example the wide shots of the hundreds of extras and camels. While other directors may shy away from these vastly complicated shots and stick to medium- and close-shots, Lean possesses a wild ambition to frame these events in the scale that they deserve. The result? A film that is a <b><i>colossal epic and monumental in scale</i></b>. It is no wonder that the BAFTA award for best director is named after Lean because in this film he proves the <b><i>ultimate ambition</i></b> that every director should strive to have: <b><i>An iron will to achieve your vision no matter the cost.</i></b>

Furthermore, Lean's Magnum Opus is aided by the layered and stimulating script of Robert Bolt and Michael Wilson. I thoroughly enjoyed the concept of an intimate character study framed against the gargantuan expanse of the desert. The refined script, along with O'Toole's stellar performance and Lean's sublime direction result in a character that echoes Shakespeare's Hamlet, one of the most fascinating characters in all of cinema: <b><i>T.E Lawrence.</i></b>

Ultimately, this is a story of the <b><i>futile struggle of Man Vs The Supernatural</i></b>. We begin the film by seeing Lawrence die by a motorcycle accident - this will become vital later on in the story. We then begin the chronicle at a British outpost in Cairo; we see that Lawrence is a peculiar yet interesting individual; he quenches a candle flame, seemingly without any pain. When a soldier asks him how he does it: <i>""The trick is not minding that it hurts""</i>. In the first scene, we learn of Lawrence's fascination with exceeding the boundaries of a human.

There is also a great sense that he doesn't quite fit in with the environment - Costume designer Phyllis Dalton accentuates this discomfort by fashioning a uniform that doesn't properly fit Lawrence. He feels somewhat <b><i>trapped, without purpose.</i></b> His superiors remark that he is a knowledgeable and talented individual. To his delight, he will embark on an expedition to investigate Prince Feisal. He is granted an extraordinary mission, which leads Lawrence to believe himself to be extraordinary.

It is important to note that Lawrence leaves the British Outpost (where he was ill-fitted and outlandish) for the Bedouin tribes, where he is still an outcast. This cements the fact that Lawrence is truly an extraordinaire. He is a modern man surrounded by men of culture and tradition; They believe supernatural forces to be in control (<i>""God willing""</i>), whereas Lawrence holds the modern belief that he is in command of himself. (<i>""Nothing is written""</i>)

Moments later, Lawrence convinces Prince Feisal that he could cross the deadly Nefud desert. It is a near-impossible task, but Lawrence possesses a surging confidence, believing that he will do it. As they cross the desert, he learns that a man, Gasim, fell off his camel and was left behind. Lawrence turns right around, claiming ""Nothing is written"". This is a man who believes that there are no supernatural forces that control or direct him: He is in control of his fate.

This is a striking contrast to the beginning of the film. In the film's opening, Lawrence doesn't die in a blaze of glory - he dies in an <b><i>insignificant and undermining</i></b> motorcycle accident. A man who constantly rolled the dice his entire life, rolls a one instead of his usual six and thus dies a death that he had always feared: an ordinary accident that contrasts against his extraordinary life.

Much to the surprise of the other tribesmen, Lawrence returns to the Tribe after saving Gasim and another young boy. He has conquered the supernatural (in this case, the sun and desert environment). He is celebrated as a figure - a hero. Due to his heroics, he is then robed in pearl-white clothing. In that moment he becomes Lawrence of Arabia.

Before their attack on Aqaba, a quick blood feud has occurred between the tribes. The man responsible for this, and to Lawrence's horror, is Gasim. It is difficult to discern what truly happens in the mind of Lawrence in this moment, but my interpretation is as follows: Gasim was saved by Lawrence's belief that he could command his own fate. Lawrence thus believes that Gasim was saved by his doing, not at the hands of fate or any other supernatural force. As a result, Lawrence is horrified to learn that Gasim, by a turn of fate, turned out to be the one who shot at another tribesman. This is the first instance in the story where Lawrence learns that no matter how heroic or monumental his actions may be, they will be futile against the bigger supernatural forces at play.

It is also important to note that Lawrence also struggled to kill Gasim because it goes against his moral code - he upholds a sense of mercy that sharply contrasts against the other traditional tribesmen - furthering the exceptionality of Lawrence as a figure.

Lawrence's mental stability then wavers due to the two events that follow: the miraculous siege on Aqaba results in no gold that was promised by Lawrence, and Daud (one of the boys) dies in quicksand despite Lawrence's attempts to save him. These events all culminate to a realisation that no matter how powerful or extreme his actions; they will prove futile at the hands of the Supernatural. Further, Lawrence's reveals a sadistic edge to him as he confides with the British General: claiming that ""[He]<i> enjoyed</i>"" killing Gasim.

That concludes Part 1, and we then move on to Part 2.

We see Lawrence attacking a train carrying Turkish supplies. The attack is a success, but Lawrence is then shot on the shoulder by a man. With five bullets left in the chamber, Lawrence decides to stand still, egotistically believing that he is in command of his fate and he will not die to this hands of this insignificant man (<i>Didn't you know? They can only kill me with a golden bullet</i>). At the end of the attack, he clambers to the top of the train, his pure-white robes fluttering in the wind with the sun behind his back. The image is baked in a divine gold as he revels in the applause and delights having his picture taken. His self-image and ego have reached a new high. 

After another train siege goes wrong, Lawrence's godly status is suddenly lost among the tribesmen. As a result, Lawrence believes that he must perform another extraordinary act that will regain him his status. He egotistically believes he could simply walk in and scout the Turkish-occupied Daraa. He is easily caught and heavily flogged. Lawrence is ashamed of himself and enters a state of self-dejection. In the blink of an eye, he has lost his surging sense of grandiosity: <i>""Any man is what I am""</i>.

He then returns to the British Outpost, in full uniform. However, nothing has truly changed - there is still an air of discomfort between him and the place. In a conversation with the general, he claims that he doesn't want to participate in the siege of Damascus. However, in this conversation, General Allenby plays into Lawrence's ego, causing him to learn once again of his exceptionality (""All right, I'm extraordinary!""). Lawrence will then lead the Bedouins to Damascus.

On the way to Damascus, they discover a recent slaughtering of a village. Consumed by vengeance, Lawrence charges to kill the Turks. Much to the surprise of the characters on-screen (and the audience), Lawrence savagely murders the Turks. This strikingly contrasts Lawrence's difficulty in murdering Gasim due to the sense of mercy that he upholds. Lawrence's self-image has rendered him a maddening individual.

The city of Damascus is then captured. Lawrence has exceeded the expectations of everyone and achieved what everyone had previously thought impossible. However, despite the miraculous act, Lawrence himself feels empty. He doesn't revel in the fact that he proved himself as an extraordinaire. His achievement is greatly undermined by the fact that the Arabs gave up control of Damascus to the British. As a result, Lawrence feels that his actions were futile in the grand scheme of things.

The film then ends with Lawrence on his way home as a motorcycle speeds ahead leaving behind a cloud of dust; A part of Lawrence has died in Arabia. The goal which he effortlessly strived for feels wholly empty and the glamour and theatrics of his actions feel futile. The film then ends with Lawrence's troubled face masked behind a dusty windshield, the audience's view and perception of him is muddled. He is an enigmatic individual that he himself probably doesn't understand.

<i>Lawrence of Arabia</i> is ultimately the story of an individual who believes himself to be extraordinary. He does extraordinary things and commands his fate. However he is reduced to insanity when his heroic actions prove futile against supernatural forces. In the end, the goal which he strived for, which he thought would be full of glamour and celebrated, proved to be hollow, empty. The film draws the conclusion that <i><b>despite our actions, they can and will be meaningless at the hands of fate and the supernatural.</b></i>

Many hail the film as <i><b>grand in scale and epic in magnitude</b></i>. This is mostly due to Lean's gargantuan ambition but <i>Lawrence</i> would not be the cinematic masterpiece it is today without the enchanting cinematography of Freddie Young. The range of colours are spellbinding - the incandescent oranges of the desert contrast sharply against the azure blues of the sea. Young also possesses an innate sense of framing - the result is the breathtaking desert photography that we see today. If we take into account when this film was made, I would comfortably say that this is the <i><b>best-shot film ever made</b></i>.

Sound is also a vital component of the film. The soundscape is as vast as the range of colours - ranging from dead silence to bombastic gunfire. The sound designers understand that <i><b>if everything is loud, then nothing is loud.</b></i> This understanding allows scenes to have more power and significance. For example, Sharif's now-iconic entrance is coated with an absence of sound, fueling the scene with nail-biting tension. On the other hand, the loud and clashing charge on Aqaba feels <i><b>grand in magnitude</b></i> due to this contrast in soundscape.

Moreover, the unique atmosphere of <i>Lawrence</i> was aided by the incredible sound design. A prime example of this occurs when Lawrence and Farraj (one of the boys) are completely exhausted after their trip to the canal. They have lost hope as they reach a broken house. The scene is mostly coated with no sound, except for the creaking of some fences at the beginning of the sequence. It is such a subtle addition but makes a huge difference as it enhances the characters' sense of desolation and hopelessness. And just when the characters think they've lost all hope, a blaring horn from a ferry boat roars throughout the landscape - A light at the end of the tunnel. This one scene effortlessly showcases the profound effect that sound can have on a particular scene.

Furthermore, the iconic soundscape of <i>Lawrence</i> cannot be mentioned without Maurice Jarre's legendary score. When I hear his theme, it genuinely ripples and flows through my whole body, making me physically swell. His score also has an incredible psychological effect; making the four hours spent in front of the screen feel precious and priceless.

Lean's wildly ambitious direction, Young's spellbinding cinematography and Jarre's bewitching music all contribute to <i>Lawrence of Arabia</i> not just being a film, but a truly unique cinematic experience. Every time I think about this film it makes me long to be in a secluded cinema with just the screen in front of me and to be completely awestruck by the masterful workings of every aspect on-screen. In which every aspect and component of the film exceeds the extraordinary, resulting in a <i><b>Total Masterpiece.</b></i>",,2020-07-09
2020-07-11,Toy Story 3,2010,https://boxd.it/1f6Jb9,4,Yes,"Watched this this time last year, unfortunately it didn't live up to my recent memory. One of my main gripes with this this rewatch is that the plot takes the pilot seat for a lot of the film, as the characters just react to the situation around them. A lot of situations could reveal or elevate character but the priority in a lot of scenes were other elements - for example, the escape sequence'e only focus is to be tense.

Other than that, it is a heartbreaking and sentimental film. The themes of moving on with your past must have been so relevant when this film released in 2010, as many kids would have grown up with Andy and the toys. There is also some incredible mature themes of suppressed trauma. The ending is so heartbreaking but bittersweet - just as it was intended to be.",,2020-07-10
2020-07-14,Inside Out,2015,https://boxd.it/1ftuPJ,4.5,Yes,"Amazing.

One thing that bugs me is that Pixar (and Ghibli films as well) movies are not <i><b>""made for kids""</i></b>. They are movies <i><b>made for all ages</i></b>. This is a film that not only teaches kids about the importance of embracing sadness and other emotions into their life, but also teaching teens and adults the same lesson.

The writing, as mentioned above, is <i>very</i> impressive.

In an incredibly emotional and humorous adventure through the mind, the audience and Joy learn the importance of embracing sadness into our life. In <a href=""https://letterboxd.com/film/the-lego-movie/""><i>The Lego Movie (2014)</i></a>, there was a character called Unikitty - and she was the embodiment of pure positivity and optimism. Joy is a very similar character and the film challenges the notion of <i>""Positive Vibes Only""</i>. She undergoes a vital change as she then realises that life (or even a good life, rather) is not going to be populated with only happy memories. I read somewhere that people who experience severe physical or psychological trauma are able to experience extremely high forms of happiness; so Joy has to learn that if Riley wants to be <i>truly</i> happy, she needs to embrace not just memories and experiences of happiness and sadness, but the other emotions also. The film deals with this message in an incredible delicate yet skilled manner.

Quite a swift topic change but - I have never been depressed in my life, but <b>from my understanding</b>, depression isn't an intense amount of sadness or a lack of happiness. It's a hollow feeling, and you encounter an intense lack of hope and optimism for the future. When Joy and Sadness leave the Headquarters, Riley enters a stage of depression. It was nice to see that the filmmakers had an actually good grasp on that sort of topic - but once again, I have never been actually depressed so this is just an outsider's perspective.

Overall, this is a fantastic film. I found myself laughing a lot, this is one of the funniest Pixar films, but in my opinion has the most deserving laughs: they really nail comedic timing and line delivery etc. Nice to see Pixar evolving in other areas you wouldn't think. Loved the themes and lessons that come with it, and was an extremely engaging and compelling story. Bravo to everyone at Pixar.",,2020-07-13
2020-07-18,Akira,1988,https://boxd.it/1fScXl,3,,"Watched it when I was tired so this was doomed to have a low rating from the second I pressed play.

Since I didn't have my full attention on the film, some would consider it unfair for me to criticize it, but I will anyway. I thought the sound mixing was (in some cases) poor. The animators brought a visceral world of Neo-Tokyo to life but the soundscape doesn't elevate this sense of setting. There were a handful of scenes where there is no ambience whatsoever, just the dialogue. There is one scene near the end in a vast environment, but there is no echo or reverberation of sound. The result is that the world of Neo-Tokyo doesn't expand beyond the limited scope of the frame. Despite my criticisms of the sound, I found the sound editing to be effective in the chase scenes.

As mentioned above, the animation is stellar. I've heard that it was animated on one's (rather than two's or three's), and the painstaking work and effort paid off. The chase scenes <i>explode</i> with a sense of kineticism due to the animators' committments.

I feel bad saying this but I don't have anything to mention regarding the plot or themes because, to put it simply: I was very tired near the end. Overall however, it is a great animating achievement.",,2020-07-17
2020-07-19,Your Name.,2016,https://boxd.it/1fYVI3,3.5,,"I feel like I should've liked this more. I liked the themes of longing and this sense of being so close to something tangible yet it feels unknown. I feel that maybe the plot was too dense, and thus drew my attention away from these fascinating themes.

The animation and visuals are absolutely gorgeous: colours ranging from the deepest purples to the most divine golds.

Might appreciate this more on a rewatch in a few years time, but at the moment I'm not sure if I'll ever revisit this.",,2020-07-18
2020-07-21,Kubo and the Two Strings,2016,https://boxd.it/1gcgvb,2.5,,"Hm okay, was quite disappointed with this one.

The first 5 minutes are dazzling, I remember thinking to myself ""Oh wow yeah this is gonna be a good one"", preparing myself for the adventure to come.

Unfortunately that amounted to a great disappointment. I thought that this film was heavily impacted by its ""comedy"". Comedy, is of course subjective, but I believed the comedy to be predictable, lacking wit and just simply un-funny. The film also suffered from bathos (Placing a comedic moment right after a serious or emotional moment) which really made me despise the comedic aspect of the film.

On paper, this is a good story. This story echoes the fascinating themes of the idea of a legend. The stories we tell that keep our soul living forever. I really liked the theme, but it just didn't click with me for the film, I didn't find it's execution to be satisfying.

Despite my negative criticisms, this is a <i>beautifully animated film</i>. I revere the filmmakers for their towering ambition and painstaking effort to bring this story to life with stop-motion. Moreover, this film has genuine heart. It really feels like that the director has a story to tell, and this exudes itself in the film. The film has a soul and isn't corporate rubbish. In all honesty, I feel that this deserves to be rewatched at a later time because it feels like there's<i> something</i> lurking about with this film that I haven't quite latched on to - I still need to shoot that one priceless fish with an arrow, like we see in the film.

To conclude, this is a film with genuine heart but I found it to suffer from various problems outlined above. Wish the best for everyone involved.",,2020-07-20
2020-07-22,Chicken Run,2000,https://boxd.it/1gixOL,4,,"This film is <b><i>flawless</b></i>. It is worth mentioning that flawless =/= masterpiece. What I mean is that this film doesn't have any flaws that hold it back in my opinion.

The comedy is incredibly smart, witty and self-aware. The film is chock-full of iconic lines; one of my favourite examples: <i>""Oh, just a little place I call the land of the free and the home of the brave"" ""Scotland!"" ""No! America.""</i>. In fact, I only laughed out-loud three times through out the whole runtime, every other joke had me chuckling. Many American comedies try to have the audience in rolling laughter but many of the British comedies already understand that great comedy doesn't always result in roaring laughter, but in the chortling of an incredibly layered joke.

The writing (I'm not talking about the comedy here) is surprisingly strong coming from an animated comedy. The revolution-centered plot allows some interesting themes to be presented - What I found most intriguing was the recurring theme of idealism: Ginger is wide-eyed at the idea of <i>""wide open places, and lots of trees... and grass""</i>. She holds this ideal to her heart as she spearheads the oppressed chickens to revolt. This then leads me on to say that while I did just write above that the film was basically flawless, my only real gripe with the film is that I wished that they expanded upon this theme of idealism. It would've been really compelling to see Ginger's naive idealism clash with reality, but I realise that I am asking too much of a film with an 84-minute runtime.

It's also a necessity to discuss the claymation. After having gone on a 50-film marathon of animated films, I've learned to revere and respect the towering ambition and iron commitment of the filmmakers involved in the thoroughly complex world of animation. <i>Chicken Run</i> is certainly no exception. I cannot even begin to fathom the hardwork and mental fortitude that went in to a meticulously-designed project such as this. The animation is fantastic, and I fully owe this to all the filmmakers and animators involved.

<i>Chicken Run</i> is an incredibly witty, layered comedy with surprisingly solid writing. The awe-inspiring claymation is like the cherry on top of a cake - I mean pie! Without gravy!!",,2020-07-21
2020-07-23,Song of the Sea,2014,https://boxd.it/1goRKL,3.5,,"Marks the beginning of my marathon of Irish cinema - and what a film to start it with! The visuals are one of the strong points of the films, not the colour but the art style: the style evokes celtic art, which is extremely apt because it illuminates the idea that this is folklore brought to life. Also was a very endearing story about loss and attachment. Glad I watch it and looking forward to more quality Irish films!",,2020-07-22
2020-07-24,Batman Begins,2005,https://boxd.it/1guKO9,4.5,Yes,"I feel blessed to witness this Batman adaptation.

What I love about this film in particular are it's depths into the psychology and origins of the Caped Crusader. This is truly an origin story through-and-through. The film's steady first act provides (at least in my opinion) some intellectually stimulating arguments. I'm fully aware that the ideas the film presents aren't anything wildly original but it is certainly refreshing to see this kind of thought-provoking material in a superhero film. The arguements in question are accentuated by the fact that they serve as the internal conflict in our protagonist. What I mean to say is that, the questions the film is posing to the audience are also the same questions that rattle Bruce Wayne. This not only constructs a compelling foundation for a character but heavily elevates the story. The arguments in question relate to the justice system: How far must one individual go to pursue justice and abolish crime? Bruce faces these arguements and has to adopt his own moral code in order to fight injustice as an incorruptible symbol.

Nolan's genius as a screenwriter is illuminated through the writing of the supporting characters that elevate the character of Bruce Wayne; Rachel Dawes and Henri Ducard both represent the opposite extremes of the justice spectrum which Bruce wants to pursue. Rachel is a strong-headed lawyer with compassion and understanding, whereas Ducard has a relentless system of justice, believing compassion to be a weakness. Bruce is faced with these two extremes and must decide where he himself will lie on the spectrum. In the end he decides that he will utilise violence and fear against his enemies, but will still uphold a moral code where the criminals deserve to be put on fair trial.

After having presented the intellectually stimulating material to both Bruce and the audience, Nolan still has an insistence to continually challenge not only the audience but Batman himself. In the final scene, Gordon claims that Batman's fear-driven pursuit for justice will result in escalation - attracting more evil for him to confront. This questions the consequences of Bruce's actions. While he has a good intention, it is murky as to whether or not his vigilantism will truly work in the long-term. This eerily echoes the earlier lesson he learnt in the film, in which he learned that personal vengeance will only beget more evil. Not only does <i>Batman Begins</i> carve a solid caricature of the Batman, it also paves a path for him to discover in the future films, specifically in <i>The Dark Knight</i>.

Fear is the heart of the film; one of Bruce's motivations as Batman is to strike fear into the minds of his criminals and adversaries. A striking contrast which I found to be compelling was that while Batman is a symbol of fear towards his enemies, he is also a symbol of hope towards the civilians of Gotham, an effective metaphor for the duality of the character.

Nolan and Goyer's layered screenplay would not have been the same without Nathan Crowley's phenomenal production design. <i>Begins</i> is arguably the greatest rendition of Gotham ever brought to the screen alongside Burton's vision. Gotham genuinely feels so <b><i>crime-ridden</i></b> and <b><i>hopeless</i></b> due to the exceptional work of Crowley.

Despite the film's miraculous achievements, there are some dips in quality. While I did praise Nolan's script above, some lines did feel a bit lumpy or unrefined at times (I thought the quick, expositional microwave-water-vapour talk to be uncomfortable and unnatural). I also found the film to be over-edited at times. Lee Smith shouldn't be discredited for this, but rather Nolan for his shooting style. Many times throughout the film three or four shots were used instead of just simply using one. The average shoot length must've been about 2 or 3 seconds. This overly-quick editing resulted in some scenes playing out with a pace that felt just slightly out of tune.

This is film must've been a dream come true for any Batman fan in 2005 - It's not just a film with theatrics, meticulous set-pieces and tense build-ups of action, but also a riveting examination into the psyche of Batman. A phenomenal adaptation and an unwavering vision of one Christopher Nolan.",,2020-07-23
2020-07-25,The Dark Knight,2008,https://boxd.it/1gBiCX,5,Yes,"If it wasn't for this film, it is very likely that I wouldn't have a Letterboxd account. It is also very likely that I wouldn't have a poster for this film in my bedroom. <i>The Dark Knight</i> was the film that exposed me to the world of film-making, and it is very possible that I would be off playing Counter-Strike or something right now if I had never watched this at the right time.

This film absolutely blew my fourteen-year-old mind away when I had first seen it - I had never been so stunned, enthralled and captivated during a film before. I remember, after having finished the film for the first time, searching up <i>The Dark Knight</i> on YouTube. I vividly recall one video analysing the scene where Batman has the Joker on his grappling hook. The video explained that Nolan has the camera rotate as the Joker delivers his monologue, symbolising the twisted manipulation of the Joker. This stunned my adolescent mind, and I remember thinking: ""You can do that with a camera?!!"". One very simple observation in a seemingly insignificant YouTube video led me to expose myself to more and more films, video essays, articles and reviews. <i>The Dark Knight</i> was the film that made me love films.

This was the first film that I ever gave 5 full stars, and this film sat comfortably at my Number one favourite film for forever. Today, after having not seen this film for about 18 months, I was blessed to watch this in IMAX. And yes, my mind was still blown.

Nolan's (and Goyer and Jonathon Nolan) have a crafted a script which I believe to be intellectually-stimulating and utterly captivating. One of the film's many themes which genuinely fascinated me was its examination about <b>morality</b>.

The morality of Batman's actions and Batman's purpose as a symbol are fully explored in this film. One of the most overlooked lines of <i>Batman Begins</i> is when Gordon claims that Bruce's decision to pursue justice as Batman will result in <b>escalation</b> - he will only attract more evil. The implications of Gordon's line are fully delivered in this film as Bruce's vigilantism attracts his most daring villain: the Joker.

As a result, Nolan questions the purpose of Batman in Gotham.<i> Does Bruce need to be Batman in order to purge Gotham of injustice? </i>This same question rattles Bruce as he sees Harvey Dent, ridding the streets of crime, <b>not as a symbol but as a man</b>. Nothing more. Bruce also reflects upon Gordon's aforementioned claims about escalation. If he never became Batman, would the Joker have come along and terrorised Gotham? These arguments poise Bruce throughout the film, creating powerful internal conflict.

This complicated and winding story thread is then neatly resolved as Bruce learns that Batman does not need to be a hero or an inspiration for good in Gotham - he needs to be whatever Gotham needs him to be. And right now, Bruce needs to protect Gotham from the ugly truth that their city's White Knight has in fact been truly corrupted. Batman has a purpose in Gotham. It's a difficult choice to make, but as Alfred puts it: ""It's the right choice"".

I found that <i>Batman Begins</i> glorified Batman's violence and overlooked the grayness of his actions, and also painted his intention to<i> ""strike fear""</i> as something benificial in the long-term as it meant he could get the criminals off the streets. I was then very glad to see Nolan challenge the implications of Bruce's actions as Batman in this film. In <i>The Dark Knight</i>, <b>Batman's actions are engulfed in totally murky waters</b>. He breaches the privacy of millions, and sits by and allows numerous policemen to die.

<i>But he did those things in the name of justice</i>. By breaching the privacy of millions of civilians, he could locate and eventually overcome the Joker, potentially saving millions of lives from a psychotic terrorists. By waiting out and letting policemen die, Bruce proved that he won't impulsively submit to a terrorist, demonstrating the fact that the Batman symbol was truly incorruptible.

The conclusion Nolan draws is ultimately the heart of the film and also serves as a fitting resolution to the theme of morality. <b>It's not about the outcome or the intention, it's about the consequences.</b> Sure, Bruce was able to locate and overcome the Joker by using the wildly illegal sonar technology, and he did it with good intentions - to catch a psychotic terrorist and potentially saving millions of lives. But at what cost? He breached the privacy of millions and betrayed the hard-earned trust of the entire population. Nolan understands this idea and conveys this through his story - <b>If Batman fights injustice with hints of injustice, is he truly purging crime?</b>

Moreover, the film emphasises the importance of purity in the face of goodness. It criticises Batman's morally-grey actions as outlined above. In an overlooked yet crucial scene in the first act, Gordon accepts that his police department has some men with history of corruption, to which he replies <i>""I'm just working with what I've got""</i>. Gordon is far from his idyllic self as he accepts that his ideals won't always be met, and that he will have to pursue justice with a team full of injustice; it is certainly a grey area. Furthermore, Dent descends from the revered white Knight, to a wholly corrupted individual. Gordon and Batman attempt to cover up his evil actions by placing the responsibility on Batman, however as we have learned with the other lessons in the film (and as we will learn in <i>The Dark Knight Rises</i>), this covering-up will eventually prove to be futile. Through this, Nolan emphasises the wildly difficult yet vital task of<i> maintaining purity in the face of injustice</i>.

One of the final ideas regarding Nolan's hefty theme of morality are the hints of goodness in every individual. Nolan has a tendency to dedicate about 10-15 seconds towards insignificant characters in his filmography. Typically it's used for humour, for example <a href=""https://youtu.be/FPaTv98wUsE?t=41"">this man picking his teeth during the underground scene.</a> However, in <i>The Dark Knight</i> this decision to dedicate precious seconds to insignificant and ordinary characters contribute to one of the greater ideologies of the film. The Joker believes that every human is ultimately rotten to their core: he proved that Harvey Dent, the white knight of Gotham, could turn to a murdering psychopath. On the other hand, Bruce Wayne believes that there is good in people. This is why the Ferry Scene carries so much weight - it is a conflict of the ideologies of the protagonist and the antagonist. I think that what Nolan is trying to say is you don't have to be as big and as theatrical as a Batman to inspire good in others. You can be a complete nobody, an insignificant brick in the wall but you can still have a massive impact on the world. It is certainly a hopeful message in a film that projects a hopeless sea of menace and dread.

One cannot discuss or write about <i>The Dark Knight </i>without mentioning the indelible and culturally-impacting performance of Heath Ledger's portrayal of the Joker. Ledger disappears into the role, and I genuinely forget that there is an actor behind that crazed facade. But it is not just Ledger's performance that contribute to the unforgettable portrayal of the character, but also the multi-faceted script of Nolan and co. <i>The Joker</i> is the ultimate antagonist to this rendition of the Caped Crusader. He turns Batman's greatest strength (not killing his criminals) into his greatest weakness. In <i>Batman Begins</i>, it is said that a criminals mind is not complicated. In the case of the Joker, it is neither complex nor simple. This is something Bruce cannot fathom; the Joker has no motivation, he just wants ""to watch the world burn"". Moreover, both Bruce and the Joker compete for the same goal - the soul of Gotham. Bruce wants to prove that there is good in the city, whereas the Joker wants to prove that there is an animalistic hatred and self-centredness in every citizen. Further, the Joker puts severe pressure on Batman, causing him to make truly difficult decisions. One key example of this comes right after the indelible interrogation scene, Batman impulsively decides to go for Rachel instead of Dent. This one line carries massive weight as it revealed the limits to Batman: Rachel is one thing he can't sacrifice for the greater good of Gotham. To briefly surmise, the Joker is a powerful antagonist because he attacks Batman's weaknesses, he is also a villain that cannot be understood and both characters compete for the same goal. It also helps that Ledger gave a decade-best performance to propel the character as truly unforgettable.

One of my negatives about <i>Batman Begins</i> were it's unmotivated and frantic editing. To quote myself directly: <i>""Many times throughout the film, three or four shots were used instead of just simply using one.""</i>. My prayers have been truly answered as Nolan confronts this weakness in his previous film. Each and every single cut has motivation. Batman Begins also cut many times to reveal information, but in <i>The Dark Knight</i>, Nolan learned that he could move the camera to reveal information rather than cutting. The result is a completely coherent sequence that surges with motivation and propulsion, but doesn't feel overly-frantic or awkwardly paced.

It isn't just Nolan's intricate and thought-provoking screenplay that compelled and spellbound me. The film presses down hard on the accelerator right from the first frame and never lets go; it is a non-stop collection of nail-biting build-ups, awe-inspiring sequences and a non-stop ramping and culminating of utterly ratcheting tension. This has to be one of the best-edited films I have ever seen, and serious credit is due for Lee Smith. The way in which multiple scenes are stacked on top of eachother contribute to one of the most tense cinematic experiences I have ever had. Nolan's stellar direction and Lee's driven editing were two vital pieces that contributed towards the nail-biting sequences, but one crucial piece of the puzzle is missing: the score.

The score provided by Hans Zimmer and James Newton Howard is simply <i>immaculate</i>. The booming score seeps over the whole frame, elevating the grand and epic moments such as Bruce's capture of Lau in Hong Kong, and accentuating the shivering unease that comes with the Joker's now-iconic theme. The score grants the film a truly epic sense of scale and grandeur that very few have achieved.

This film would not be the same without it's incredible sound-design. Of course I am a bit biased since I've just walked out of an IMAX screening, but the fact still remains. Each punch feels like it could break every bone in your body and each gunshot kills a part of your soul. Truly stellar sound design.

This film holds an infamous status among film circles: when anyone claims that their favourite film is <i>The Dark Knight</i>, it is assumed that they have surface-level film knowledge and are probably a film-bro. If we're being honest here, that is true about a lot of people who have <i>The Dark Knight</i> among their favourites. Now, with that out of the way, you can imagine how I feel when I tell people that this is one my all-time favourites. Inside I want to scream: ""But I like Lawrence of Arabia too!! I have taste!!"". I used to be ashamed to have this among my top four faves, wanting to substitute it for something respectable like <i>The Tree Of Life</i>, but deep down, I truly loved and revered this film. Today, I finally watched it after 18 months and... I was still completely awestruck. This is not a masterpiece as many claim it to be (it does have some minor flaws which really don't hurt my viewing of the film), but it is an objectively good film, and is exceptional in my eyes. It's honestly a miracle that Nolan was able to make this film. It is incredibly <b>enduring</b>, <b>revolutionary</b> and <b>truly unique</b>. Thank you for getting me into filmmaking.",,2020-07-24
